"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";108297;108297;108297;105635;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";54773;54773;54773;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6813;6813;6813;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";230797;230798;230798;16247;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22544;22544;22544;1364;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20400;20400;20400;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";34678;34652;34652;332;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";27104;27104;27104;462;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13072;13072;13072;727;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1275;1275;1275;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";57517;57517;57517;652;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5857;5857;5857;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2878;2878;2878;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7064;7064;7064;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";189000;183822;183822;517;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";140295;140295;140295;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";539;539;539;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";359;359;359;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8999;8999;8999;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";33705;33705;33705;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5952;5952;5952;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18988;18988;18988;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3126;3126;3126;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2000;1997;1997;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11559;11559;11559;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";12000;11999;11999;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";25000;24999;24999;0;0;0;0
"";"";201000;198999;198999;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";201000;198999;198999;0;0;0;0
"";"";100000;74479;74479;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";85000;60660;60660;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13000;13000;13000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2000;819;819;0;0;0;0
"";"";72868934;72658258;72657518;2088264;0;740;0
"";"";70611053;70432321;70431581;2088264;0;740;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";22541281;22541240;22541240;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";7640906;7640851;7640851;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";779450;772900;772900;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";57010;57001;57001;3398;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";14830;14830;14830;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1411025;1406965;1406965;1318;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";13295;13174;13174;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";2405;2325;2325;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18585758;18584325;18584325;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";852776;850413;850413;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";1000;451;451;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";1158595;1157254;1157254;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";204694;204237;204237;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1414909;1414908;1414908;1495155;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";61511;61360;61360;57608;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";71104;70426;70426;72510;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";12430;12429;12429;12797;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3112034;3086158;3086158;226869;0;0;0
"Wydatki bieżące jednostek budżetowych";"Pozostałe";138233;123993;123993;8177;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";189455;176061;176061;11014;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";33080;31074;31074;1944;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";407826;403665;403665;28041;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";22522;18957;18957;1180;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";30073;23558;23558;1353;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";5013;4158;4158;239;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";84985;84980;84980;1557;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58000;55701;55701;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";736954;735343;735343;3581;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";24600;24128;24128;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";43581;34819;34819;64;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";7514;6145;6145;11;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2383;2383;161;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1031811;1031606;1031606;95068;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";15300;14682;14682;1098;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";2700;2591;2591;194;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";1700;1016;1016;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";300;179;179;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18140;18136;18136;1728;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6582590;6582510;6582510;50822;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";14000;13434;13434;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";3675;2968;2968;47;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";825;524;524;8;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";773226;773225;773225;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";27500;26989;26989;773;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";36000;30425;30425;3436;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";850;605;605;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";150;107;107;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";163700;160340;160340;4363;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";3400;2671;2671;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";600;471;471;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4000;1900;1900;99;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15300;15205;15205;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11000;10625;10625;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";125000;118490;118490;710;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";29800;21628;21628;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";5200;3817;3817;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";12100;12030;12030;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";43775;43774;43774;47875;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";5154;4820;4820;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";851;851;851;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";54000;53706;53706;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";638834;638833;638833;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";128233;125867;125867;316;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";908;908;908;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";66321;66321;66321;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów ze środków bezzwrotnych pochodzących z Unii Europejskiej";11118;9045;9045;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów realizowanych ze środków bezzwrotnych pochodzących z Unii Europejskiej";3706;3015;3015;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";18400;17452;17452;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";76130;65405;65405;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";13670;11542;11542;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2845;2845;2845;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22728;23468;22728;740;0;740;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3767;3767;3767;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";1870;908;908;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";330;160;160;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";30000;29917;29917;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";10000;6433;6433;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";340;244;244;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";60;43;43;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";150700;150406;150406;1368;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";10000;8030;8030;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";36250;35812;35812;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";6750;6320;6320;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";62600;62600;62600;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";440772;440772;440772;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";22950;14132;14132;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";4050;2494;2494;0;0;0;0
"";"";250000;248570;248570;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";63000;63000;63000;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";187000;185570;185570;0;0;0;0
"";"";1505621;1505541;1505541;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";848006;847928;847928;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";578496;578495;578495;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3853;3852;3852;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";70241;70240;70240;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4906;4906;4906;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";119;119;119;0;0;0;0
"";"";5000;1575;1575;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";5000;1575;1575;0;0;0;0
"";"";497260;470251;470251;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";497260;470251;470251;0;0;0;0
"";"";292000;285494;285494;0;0;0;0
"";"";292000;285494;285494;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";82000;79635;79635;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";96000;92582;92582;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";2000;1886;1886;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";46000;45944;45944;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";36000;35951;35951;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";30000;29495;29495;0;0;0;0
"";"";135902103;127898837;127898837;350288;0;0;0
"";"";10356785;10123826;10123826;344288;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";172999;172999;172999;1402;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";91000;91000;91000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";539320;539320;539320;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3183262;3183262;3183262;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2298788;2298788;2298788;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";283435;283434;283434;247887;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";199930;199930;199930;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";98402;98401;98401;7272;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";12852;12851;12851;950;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10055;10055;10055;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";115319;115319;115319;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";444175;444175;444175;4426;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6877;6877;6877;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";616;615;615;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2148;2148;2148;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";73561;73561;73561;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";157950;157950;157950;24518;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";88000;88000;88000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18752;18752;18752;716;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";295464;295463;295463;3343;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";47000;0;0;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11894;11893;11893;1298;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22412;22411;22411;1419;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";40238;40238;40238;3182;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1141;1141;1141;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";32908;32907;32907;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1142;1141;1141;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20365;20365;20365;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24275;24275;24275;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";79860;79860;79860;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4206;4205;4205;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";440;440;440;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4664;4663;4663;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20000;19999;19999;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";103000;0;0;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1724560;1723615;1723615;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";82000;0;0;0;0;0;0
"";"";110690476;104151392;104151392;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";16310;16310;16310;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";94862456;94861355;94861355;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Finansowanie programów i projektów ze środków funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną, z wyłączeniem budżetu środków europejskich";6480000;0;0;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Współfinansowanie programów i projektów realizowanych ze środków z funduszy strukturalnych, Funduszu Spójności, Europejskiego Funduszu Rybackiego oraz z funduszy unijnych finansujących Wspólną Politykę Rolną";2752745;2698780;2698780;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";6578965;6574947;6574947;0;0;0;0
"";"";420000;417446;417446;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";17000;16751;16751;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";30000;30000;30000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60538;60453;60453;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4462;4462;4462;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";33000;32946;32946;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";36000;35980;35980;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2000;1249;1249;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";152000;151957;151957;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";51519;51240;51240;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;366;366;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6000;5570;5570;0;0;0;0
