"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";29;29;29;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";452;452;452;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;993;993;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";25000;25000;25000;0;0;0;0
"";"";27000;26996;26996;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2997;2997;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24000;23999;23999;0;0;0;0
"";"";14407842;13179176;13179176;6000;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";705000;616656;616656;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";8856180;8164094;8164094;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1240800;1238554;1238554;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";1272462;1063949;1063949;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";210000;210000;210000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";300000;218000;218000;6000;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";29000;28733;28733;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";18000;17417;17417;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5000;4072;4072;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";160400;67720;67720;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";219000;219000;219000;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";1392000;1330980;1330980;0;0;0;0
"";"";375353;375353;375353;0;0;0;0
"";"";375353;375353;375353;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";375353;375353;375353;0;0;0;0
"";"";870803;870709;870709;0;0;0;0
"";"";864000;863906;863906;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";864000;863906;863906;0;0;0;0
"";"";6803;6803;6803;0;0;0;0
"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Pozostałe";6803;6803;6803;0;0;0;0
"";"";24480277;23304504;23304504;594981;0;0;0
"";"";11110338;10262884;10262884;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";3106529;3103823;3103823;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";144009;143864;143864;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";53893;53893;53893;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";7805907;6961304;6961304;0;0;0;0
"";"";311523;246282;246282;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";6000;6000;6000;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";65905;64884;64884;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";239618;175398;175398;0;0;0;0
"";"";8870240;8862890;8862890;587169;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";3743;3743;3743;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";650000;649996;649996;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";61449;61447;61447;248;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5519625;5512341;5512341;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";462321;462321;462321;470403;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";954582;954531;954531;71454;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";120966;120965;120965;11525;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";92054;92054;92054;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7463;7463;7463;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";224047;224046;224046;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";101303;101302;101302;25870;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";65241;65241;65241;695;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3069;3069;3069;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";178151;178150;178150;2599;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";17446;17445;17445;520;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20403;20403;20403;1766;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";27841;27840;27840;2338;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";106786;106785;106785;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60000;60000;60000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13624;13624;13624;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";153436;153436;153436;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13257;13257;13257;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";779;778;778;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4888;4888;4888;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";692;691;691;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10000;9997;9997;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58523;58523;58523;0;0;0;0
"";"";356730;308203;308203;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2993;2993;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";349730;301251;301251;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2000;1964;1964;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;994;994;0;0;0;0
"";"";2472313;2299492;2299492;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";2308410;2135589;2135589;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";163903;163903;163903;0;0;0;0
"";"";1359133;1324754;1324754;7812;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";28118;27704;27704;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";72500;70944;70944;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";45000;44450;44450;0;0;0;0
"Dotacje i subwencje";"Finansowanie ze środków własnych";2000;2000;2000;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";304000;304000;304000;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";89404;57552;57552;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";46238;46238;46238;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6900;6899;6899;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";378502;378502;378502;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";104712;104712;104712;254;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";26000;26000;26000;2867;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3034;3034;3034;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";147163;147159;147159;1990;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25477;25477;25477;2439;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";30000;30000;30000;262;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1000;1000;1000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13398;13398;13398;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15687;15687;15687;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";20000;20000;20000;0;0;0;0
"";"";234315275;233366603;233366603;3554449;0;0;0
"";"";3800000;3800000;3800000;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";3800000;3800000;3800000;0;0;0;0
"";"";49924000;49924000;49924000;3459065;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";154398;154397;154397;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";35273272;35273273;35273273;14737;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2786786;2786786;2786786;2791284;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5425886;5425886;5425886;422738;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";716188;716189;716189;53556;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";96254;96254;96254;7175;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";107546;107546;107546;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";822082;822082;822082;22222;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";906686;906686;906686;13621;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4960;4961;4961;129;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";664429;664429;664429;83516;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";123334;123335;123335;1289;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";16211;16211;16211;1189;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";849850;849850;849850;27932;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";44245;44244;44244;1803;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";108113;108113;108113;4479;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";81602;81601;81601;856;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";42410;42411;42411;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";107747;107745;107745;1428;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";106488;106488;106488;1344;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1102466;1102466;1102466;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";74901;74900;74900;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1929;1929;1929;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1232;1232;1232;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1709;1709;1709;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";63121;63123;63123;4800;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";37447;37448;37448;1524;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";141259;141259;141259;3195;0;0;0
"";"";1520000;1520000;1520000;92384;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";812;812;812;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";195936;195936;195936;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";777296;777294;777294;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";76768;76767;76767;78123;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";154664;154664;154664;11797;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";13917;13916;13916;953;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";34850;34851;34851;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";58540;58547;58547;610;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3867;3867;3867;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3663;3662;3662;600;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3900;3900;3900;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";619;619;619;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";30342;30342;30342;33;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6253;6253;6253;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3136;3137;3137;93;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7253;7252;7252;174;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";85958;85958;85958;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2593;2593;2593;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10816;10816;10816;0;0;0;0
"";"";4438;4438;4438;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";26000;26000;26000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3075;3076;3076;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1120;1120;1120;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1500;1501;1501;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";17122;17118;17118;0;0;0;0
"";"";106080000;106077760;106077760;0;0;0;0
